Filename,Barcode,Barcode,Family,Subfamily,Genus,Species,Genus_species,Collection Date,Collection Date,Country,State or Province,County,City,Locality,Latitude,Longitude,Image Source,Notes,Brightness Mean,Brightness Median,Brightness Standard Deviation,bee_surface area,hair_surface_area,pilosity,pilosity_percentage
SM0544155_Caenaugochlora_perpectinata_F_hal_65_2x.jpg,SM0544155,544155,Halictidae,Halictinae,Caenaugochlora,perpectinata,Caenaugochlora_perpectinata,7/18/00,7/18/00,NA,NA,NA,NA,NA,9.7613889,-83.7847222,KU,NA,73.71054077,57,57.30457306,3133979,982131,31.34%,31.34
SM0561662_Neocorynura_discolor_F_hal_65_2x.jpg,SM0561662,561662,Halictidae,Halictinae,Neocorynura,discolor,Neocorynura_discolor,10/31/01,10/31/01,NA,NA,NA,NA,NA,9.75222222,-83.7816667,KU,NA,101.0194473,91,63.29248428,2583159,1388203,53.74%,53.74
SM0565155_Temnosoma_aeruginosum_F_hal_65_3x.jpg,SM0565155,565155,Halictidae,Halictinae,Temnosoma,aeruginosum,Temnosoma_aeruginosum,6/3/01,6/3/01,NA,NA,NA,NA,NA,4.2844444,-58.5097222,KU,NA,73.14468384,59,56.33332443,4292223,275160,6.41%,6.41
SM0632987_Monoeca_mexicana_F_hal_65_2x.jpg,SM0632987,632987,Apidae,Apinae,Monoeca,mexicana,Monoeca_mexicana,9/9/85,9/9/85,Mexico,Jalisco,NA,Chamela,NA,19.5,-105,KU,NA,52.11882782,36,49.69610596,3445518,778284,22.59%,22.59
SM0654231_Eulonchopria_puntatissima_F_hal_65_2x.jpg,SM0654231,654231,Colletidae,Neopasiphaeinae,Eulonchopria,puntatissima,Eulonchopria_puntatissima,9/25/85,9/25/85,NA,NA,NA,NA,NA,19.5333,-105.0667,KU,NA,83.47472382,71,60.92928696,4266458,1770409,41.50%,41.5
SM0670630_Anthidiellum_toltecum_F_hal_65_2x.jpg,SM0670630,670630,Megachilidae,Megachilinae,Anthidiellum,toltecum,Anthidiellum_toltecum,10/28/87,10/28/87,Mexico,Michoacan,NA,NA,Ario de Rosales,19.2,-102,KU,NA,98.09304047,84,73.59695435,5322783,2897624,54.44%,54.44
SM0724476_Hesperapis_rhodocerata_F_hal_65_2x.jpg,SM0724476,724476,Melittidae,Dasypodainae,Hesperapis,rhodocerata,Hesperapis_rhodocerata,8/30/77,8/30/77,NA,NA,NA,NA,NA,31.94889,-108.8067,KU,NA,97.16039276,86,70.35012054,5061004,2758236,54.50%,54.5
SM0724532_Mesoxaea_rufescens_F_hal_65_1x.jpg,SM0724532,724532,Andrenidae,Oxaeinae,Mesoxaea,rufescens,Mesoxaea_rufescens,9/7/77,9/7/77,NA,NA,NA,NA,NA,27.02666667,-108.9216667,KU,NA,79.14155579,62,64.95417786,3345630,1321074,39.49%,39.49
SM0724903_Compsomelissa_ocellata_F_hal_65_5x.jpg,SM0724903,724903,Apidae,Xylocopinae,Compsomelissa,ocellata,Compsomelissa_ocellata,4/23/13,4/23/13,NA,NA,NA,NA,NA,16.99404,42.83172,KU,NA,108.2654037,102,65.95002747,6835594,4135412,60.50%,60.5
SM0725225_Mydrosomella_gaullei_F_hal_65_2x.jpg,SM0725225,725225,Colletidae,Diphaglossinae,Mydrosomella,gaullei,Mydrosomella_gaullei,11/3/56,11/3/56,NA,NA,NA,NA,NA,-34.41,-58.571,KU,NA,79.34885406,65,60.55744171,6703359,2509926,37.44%,37.44
SM0725336_Amegilla_capensis_F_hal_65_1x.jpg,SM0725336,725336,Apidae,Apinae,Amegilla,capensis,Amegilla_capensis,2/16/99,2/16/99,South Africa,Free State,NA,The Sentinel,NA,-34.1,18.3,KU,NA,94.51834869,87,63.8010788,3249504,1977759,60.86%,60.86
SM0730094_Oreopasites_vanduzeei_F_hal_65_4x.jpg,SM0730094,730094,Apidae,Nomadinae,Oreopasites,vanduzeei,Oreopasites_vanduzeei,5/17/87,5/17/87,NA,NA,NA,NA,NA,35,-108.97,KU,NA,84.64617157,80,53.73244095,4967938,2650602,53.35%,53.35
SM0738020_Teratognatha_modesta_F_hal_65_5x.jpg,SM0738020,738020,Apidae,Apinae,Teratognatha,modesta,Teratognatha_modesta,1989-11-00,1989-11-00,Argentina,Salta,NA,Embarcacion,NA,-23.2,-64.1,KU,NA,77.97393036,64,59.28551483,4326518,1727822,39.94%,39.94
SM0738791_Cleptommation_bulivyense_F_hal_65_3x.jpg,SM0738791,738791,Halictidae,Halictinae,Cleptommation,bulivyense,Cleptommation_bulivyense,12/15/05,12/15/05,Bolivia,NA,NA,Cochabamba,NA,-17.4,-66.2,KU,NA,113.3782272,107,68.83892822,6802843,4628825,68.04%,68.04
SM0738798_Cleptommation_chibchani_F_hal_65_2x.jpg,SM0738798,738798,Halictidae,Halictinae,Cleptommation,chibchani,Cleptommation_chibchani,8/6/94,8/6/94,NA,NA,NA,NA,NA,9.1833333,-79.85,KU,NA,102.9225082,94,71.15484619,3568773,2359743,66.12%,66.12
SM0739560_Ceratalictus_argentinus_F_hal_65_4x.jpg,SM0739560,739560,Halictidae,Halictinae,Ceratalictus,argentinus,Ceratalictus_argentinus,1951-02-00,1951-02-00,NA,NA,NA,NA,NA,-26.234,-65.483,KU,NA,74.29216003,62,55.54636765,4418327,1360503,30.79%,30.79
SM0739590_Halictillus_reticulatus_F_hal_65_3x.jpg,SM0739590,739590,Halictidae,Halictinae,Halictillus,reticulatus,Halictillus_reticulatus,1942-03-00,1942-03-00,NA,NA,NA,NA,NA,-41.96667,-71.51667,KU,NA,84.6985321,73,60.11889648,4171177,1716330,41.15%,41.15
SM0739613_Halictillus_loureiroi_F_hal_65_3x.jpg,SM0739613,739613,Halictidae,Halictinae,Halictillus,loureiroi,Halictillus_loureiroi,9/27/55,9/27/55,NA,NA,NA,NA,NA,-25.41667,-49.25,KU,NA,86.39854431,76,60.70415497,3961956,1809211,45.66%,45.66
SM0739751_Alloscirtetica_arrhenica_F_hal_65_2x.jpg,SM0739751,739751,Apidae,Apinae,Alloscirtetica,arrhenica,Alloscirtetica_arrhenica,2/11/73,2/11/73,NA,NA,NA,NA,NA,-27.58195,-66.31646,KU,NA,121.1064606,118,66.55324554,6888505,5242103,76.10%,76.1
SM0739899_Alloscirtetica_tristrigata_F_hal_65_2x.jpg,SM0739899,739899,Apidae,Apinae,Alloscirtetica,tristrigata,Alloscirtetica_tristrigata,11/4/57,11/4/57,NA,NA,NA,NA,NA,-30.6333333,-71.6666667,KU,NA,89.01261139,73,66.93292999,5431693,2344237,43.16%,43.16
SM0740013_Canephorula_apiformis_F_hal_65_2x.jpg,SM0740013,740013,Apidae,Apinae,Canephorula,apiformis,Canephorula_apiformis,12/24/71,12/24/71,NA,NA,NA,NA,NA,-28.46957,-65.78524,KU,NA,108.1437759,109,64.05673218,6542573,4054660,61.97%,61.97
SM0740281_Dithygater_seabrai_F_hal_65_2x.jpg,SM0740281,740281,Apidae,Apinae,Dithygater,seabrai,Dithygater_seabrai,1951-03-00,1951-03-00,NA,NA,NA,NA,NA,-22.95831,-43.27721,KU,NA,77.38730621,67,55.89769745,9182985,3546140,38.62%,38.62
SM0740308_Tetralonia_macrognatha_F_hal_65_1x.jpg,SM0740308,740308,Apidae,Apinae,Tetralonia,macrognatha,Tetralonia_macrognatha,5/31/67,5/31/67,Kenya,Coast,NA,Mombasa,NA,-4.04,39.7,KU,NA,96.83233643,84,69.7184906,2574902,1429506,55.52%,55.52
SM0741125_Leurotrigona_muelleri_F_hal_65_4x.jpg,SM0741125,741125,Apidae,Apinae,Leurotrigona,muelleri,Leurotrigona_muelleri,1960-11-00,1960-11-00,Brazil,Guapore,NA,Pimenta Bueno,NA,-28.8,-51.9,KU,NA,129.574295,135,73.80069733,1669034,1098192,65.80%,65.8
SM0743308_Lophothygaster_decorata_F_hal_65_2x.jpg,SM0743308,743308,Apidae,Apinae,Lophothygaster,decorata,Lophothygaster_decorata,1953-04-00,1953-04-00,NA,NA,NA,NA,NA,-2.55,-49.58333,KU,NA,87.99390411,74,62.47651291,7325495,3621468,49.44%,49.44
SM0743312_Gaesischia_exul_F_hal_65_2x.jpg,SM0743312,743312,Apidae,Apinae,Gaesischia,exul,Gaesischia_exul,2/4/54,2/4/54,NA,NA,NA,NA,NA,18.34361,-99.53917,KU,NA,98.70258331,95,61.43933105,4912945,2809696,57.19%,57.19
SM0743491_Martinapis_luteicornis_F_hal_65_1x.jpg,SM0743491,743491,Apidae,Apinae,Martinapis,luteicornis,Martinapis_luteicornis,NA,NA,USA,New Mexico,NA,Lincoln,NA,33.5,-105,KU,NA,96.27506256,90,60.03287125,3836352,2256844,58.83%,58.83
SM0743625_Melissoptila_otomita_F_hal_65_2x.jpg,SM0743625,743625,Apidae,Apinae,Melissoptila,otomita,Melissoptila_otomita,1/10/88,1/10/88,Costa Rica,NA,NA,San José,San Antonio de Escazu; 4 km SE,9.89,-84.1,KU,NA,89.85129547,75,65.34460449,3811504,2126117,55.78%,55.78
SM0743782_Melissoptila_tandilensis_F_hal_65_2x.jpg,SM0743782,743782,Apidae,Apinae,Melissoptila,tandilensis,Melissoptila_tandilensis,3/15/51,3/15/51,NA,NA,NA,NA,NA,-34.48434,-58.51456,KU,NA,100.4442368,94,65.73741913,6184240,3639059,58.84%,58.84
SM0748085_Pararhophites_orobinus_F_hal_65_4x.jpg,SM0748085,748085,Megachilidae,Pararhophitinae,Pararhophites,orobinus,Pararhophites_orobinus,5/25/08,5/25/08,NA,NA,NA,NA,NA,42.1333333,60.35,KU,NA,123.8107529,127,61.60992432,4979503,4001213,80.35%,80.35
SM0748221_Triopasites_penniger_F_hal_65_3x.jpg,SM0748221,748221,Apidae,Nomadinae,Triopasites,penniger,Triopasites_penniger,2/18/54,2/18/54,NA,NA,NA,NA,NA,31.94889,-108.8067,KU,NA,95.20881653,89,62.2677002,3406661,1867506,54.82%,54.82
SM0777404_Syntrichalonia_exquisita_F_hal_65_1x.jpg,SM0777404,777404,Apidae,Apinae,Syntrichalonia,exquisita,Syntrichalonia_exquisita,9/10/96,9/10/96,NA,NA,NA,NA,NA,19.29,-98.0452778,KU,NA,98.6228714,87,70.10138702,3193856,2128932,66.66%,66.66
SM0804282_Sphegocephala_umbrina_F_hal_65_2x.jpg,SM0804282,804282,Halictidae,Nomiinae,Sphegocephala,umbrina,Sphegocephala_umbrina,NA,NA,NA,NA,NA,NA,NA,NA,NA,KU,NA,86.20845032,76,59.61551285,4825502,2103312,43.59%,43.59
SM0816944_Tetragonula_atripes_F_hal_65_3x.jpg,SM0816944,816944,Apidae,Apinae,Tetragonula,atripes,Tetragonula_atripes,8/11/04,8/11/04,Malaysia,Pahang,NA,Kuala Tahan,NA,4.38,102,KU,NA,106.5418396,95,74.39421082,4900478,3363856,68.64%,68.64
SM0823747_Ancyloscelis_melanostomus_F_hal_65_3x.jpg,SM0823747,823747,Apidae,Apinae,Ancyloscelis,melanostomus,Ancyloscelis_melanostomus,NA,NA,NA,NA,NA,NA,NA,NA,NA,KU,NA,79.10783386,67,56.20569992,4786738,1729493,36.13%,36.13
SM0823764_Dioxys_productus_F_hal_65_3x.jpg,SM0823764,823764,Megachilidae,Megachilinae,Dioxys,productus,Dioxys_productus,NA,NA,NA,NA,NA,NA,NA,NA,NA,KU,NA,78.11257172,71,54.18169403,4577127,1749317,38.22%,38.22
SM0832066_Kelita_chilensis_F_hal_65_4x.jpg,SM0832066,832066,Apidae,Nomadinae,Kelita,chilensis,Kelita_chilensis,11/19/22,11/19/22,NA,NA,NA,NA,NA,-33.0472833,-71.6127333,KU,NA,85.59225464,78,58.18238831,3609618,1903780,52.74%,52.74
SM0836903_Biastes_brevicornis_F_hal_65_4x.jpg,SM0836903,836903,Apidae,Nomadinae,Biastes,brevicornis,Biastes_brevicornis,8/2/62,8/2/62,Slovakia,NA,NA,Banská Bystrica; Zvolen,Kováčová,48.7,19.1,KU,NA,55.33723068,39,49.31679153,5669082,1027928,18.13%,18.13
SEMC0884207_Heterotrigona_flaviventris_F_hal_65_2x.jpg,SEMC0884207,884207,Apidae,Apinae,Heterotrigona,flaviventris,Heterotrigona_flaviventris,3/28/73,3/28/73,Philippines,Luzon Island,NA,Dasay,NA,16.7,120,KU,NA,74.80677795,62,56.72826004,2927237,1422295,48.59%,48.59
SEMC0942952_Varthemapistra_edentata_F_hal_65_1x.jpg,SEMC0942952,942952,Apidae,Apinae,Varthemapistra,edentata,Varthemapistra_edentata,10/4/78,10/4/78,NA,NA,NA,NA,NA,4.47991,115.18272,KU,NA,71.35625,62,47.778282,1632834,590494,36.16%,36.16
SEMC0963971_Afroheriades_dolichocephalus_F_hal_65_3x.jpg,SEMC0963971,963971,Megachilidae,Megachilinae,Afroheriades,dolichocephalus,Afroheriades_dolichocephalus,9/19/66,9/19/66,South Africa,Western Cape,NA,NA,Clanwilliam; 20 mi W,-32.2,18.9,KU,NA,67.57946777,52,56.52178955,3771545,1065452,28.25%,28.25
SEMC0963975_Samba_calcarata_F_hal_65_2x.jpg,SEMC0963975,963975,Melittidae,Dasypodainae,Samba,calcarata,Samba_calcarata,1908-00-00,1908-00-00,Tanzania,NA,NA,NA,"Lake Victoria, Ukerewe Island",-2.03,33,KU,NA,117.8549728,113,69.68857574,5013871,3453423,68.88%,68.88
SEMC0973922_Khuzimelissa_deserta_F_hal_65_3x.jpg,SEMC0973922,973922,Andrenidae,Panurginae,Khuzimelissa,deserta,Khuzimelissa_deserta,5/12/84,5/12/84,NA,NA,NA,NA,NA,30.48749,67.00971,KU,NA,146.959549,154,60.94436646,6132434,5339552,87.07%,87.07
SEMC0973924_Flavomeliturgula_lacrymosa_F_hal_65_2x.jpg,SEMC0973924,973924,Andrenidae,Panurginae,Flavomeliturgula,lacrymosa,Flavomeliturgula_lacrymosa,6/8/66,6/8/66,Iran,Khuzestan,NA,Melavis,NA,32.4,53.7,KU,NA,117.9308472,115,74.38778687,2627913,1751010,66.63%,66.63
SEMC0973956_Callonychium_flaviventre_F_hal_65_3x.jpg,SEMC0973956,973956,Andrenidae,Panurginae,Callonychium,flaviventre,Callonychium_flaviventre,1956-00-00,1956-00-00,Argentina,Neuquen,NA,Pucara,NA,-27.7,-66,KU,NA,94.60408783,87,62.72704697,6219592,3329955,53.54%,53.54
SEMC0981737_Scrapter_niger_F_hal_65_3x.jpg,SEMC0981737,981737,Colletidae,Scrapterinae,Scrapter,niger,Scrapter_niger,9/19/66,9/19/66,South Africa,Western Cape,NA,Clanwilliam; 20 mi W,NA,-32.2,18.9,KU,NA,88.39516449,76,62.62909698,6548750,3506003,53.54%,53.54
SEMC0981993_Ctenocolletes_nicholsoni_F_hal_65_1x.jpg,SEMC0981993,981993,Stenotritidae,Stenotritinae,Ctenocolletes,nicholsoni,Ctenocolletes_nicholsoni,8/25/99,8/25/99,NA,NA,NA,NA,NA,-27.6311111,114.5669444,KU,NA,113.1448669,103,75.17958832,4805373,3046007,63.39%,63.39
SEMC0981995_Ctenocolletes_nigricans_F_hal_65_1x.jpg,SEMC0981995,981995,Stenotritidae,Stenotritinae,Ctenocolletes,nigricans,Ctenocolletes_nigricans,10/5/05,10/5/05,NA,NA,NA,NA,NA,-27.4130556,114.6658333,KU,NA,97.81420135,88,67.39316559,3530631,1868357,52.92%,52.92
SEMC0981998_Ctenocolletes_rufescens_F_hal_65_1x.jpg,SEMC0981998,981998,Stenotritidae,Stenotritinae,Ctenocolletes,rufescens,Ctenocolletes_rufescens,8/27/99,8/27/99,NA,NA,NA,NA,NA,-27.5472222,114.6247222,KU,NA,101.5645523,89,71.98526001,3545501,2066634,58.29%,58.29
SEMC0982003_Stenotritus_elegans_F_hal_65_2x.jpg,SEMC0982003,982003,Stenotritidae,Stenotritinae,Stenotritus,elegans,Stenotritus_elegans,NA,NA,Australia,NA,NA,NA,NA,NA,NA,KU,NA,84.31893921,71,61.12811279,7703313,3328957,43.21%,43.21
SEMC0982007_Stenotritus_elegantior_F_hal_65_2x.jpg,SEMC0982007,982007,Stenotritidae,Stenotritinae,Stenotritus,elegantior,Stenotritus_elegantior,1921-00-00,1921-00-00,Australia,NA,NA,NA,NA,NA,NA,KU,NA,102.1154861,91,67.81458282,7644117,4368722,57.15%,57.15
SEMC0988430_Dasypoda_spinigera_F_hal_65_2x.jpg,SEMC0988430,988430,Melittidae,Dasypodainae,Dasypoda,spinigera,Dasypoda_spinigera,7/20/65,7/20/65,NA,NA,NA,NA,NA,42.6916667,27.7138889,KU,NA,107.6529388,99,72.14546967,6463822,4108732,63.57%,63.57
SEMC0988593_Dasypoda_altercator_F_hal_65_2x.jpg,SEMC0988593,988593,Melittidae,Dasypodainae,Dasypoda,altercator,Dasypoda_altercator,8/20/60,8/20/60,NA,NA,NA,NA,NA,47.93333,16.83333,KU,NA,120.2810135,118,70.39606476,6429742,4809749,74.80%,74.8
SEMC0988599_Capicola_braunsiana_F_hal_65_3x.jpg,SEMC0988599,988599,Melittidae,Dasypodainae,Capicola,braunsiana,Capicola_braunsiana,1911-00-00,1911-00-00,South Africa,Eastern Cape,NA,Willowmore,NA,-33.3,23.5,KU,NA,101.1354523,91,68.67273712,6835337,3754854,54.93%,54.93
SEMC0988625_Capicola_nigerrima_F_hal_65_3x.jpg,SEMC0988625,988625,Melittidae,Dasypodainae,Capicola,nigerrima,Capicola_nigerrima,11/2/66,11/2/66,South Africa,Western Cape,NA,Citrusdal,NA,-32.6,19,KU,NA,92.16272736,80,68.09540558,4061029,1946539,47.93%,47.93
SEMC0988681_Ceratomonia_rozenorum_F_hal_65_2x.jpg,SEMC0988681,988681,Melittidae,Meganomiinae,Ceratomonia,rozenorum,Ceratomonia_rozenorum,3/16/79,3/16/79,Namibia,Erongo,NA,Karibib,NA,-21.9,15.9,KU,NA,124.9216156,124,73.78656769,5569102,4080937,73.28%,73.28
SEMC0988687_Meganomia_andersoni_F_hal_65_1x.jpg,SEMC0988687,988687,Melittidae,Meganomiinae,Meganomia,andersoni,Meganomia_andersoni,6/16/67,6/16/67,Kenya,NA,NA,Magadi,8 mi NE,-1.9,36.3,KU,NA,126.2308044,127,75.37506104,2222755,1631535,73.40%,73.4
SEMC0988707_Meganomia_gigas_F_hal_65_1x.jpg,SEMC0988707,988707,Melittidae,Meganomiinae,Meganomia,gigas,Meganomia_gigas,3/22/76,3/22/76,Namibia,NA,NA,Usakos,Erongo; 17-19 km E,-22,15.6,KU,NA,107.125145,97,76.58133698,3167331,1867891,58.97%,58.97
SEMC0988714_Pseudophilanthus_tsavoensis_F_hal_65_1x.jpg,SEMC0988714,988714,Melittidae,Meganomiinae,Pseudophilanthus,tsavoensis,Pseudophilanthus_tsavoensis,5/31/67,5/31/67,Kenya,Coast,NA,Mombasa,NA,-4.04,39.7,KU,NA,118.3470764,112,79.79168701,2823097,1906168,67.52%,67.52
SEMC0988955_Rediviva_brunnea_F_hal_65_2x.jpg,SEMC0988955,988955,Melittidae,Melittinae,Rediviva,brunnea,Rediviva_brunnea,2/16/67,2/16/67,South Africa,KwaZulu-Natal,NA,NA,Cathedral Peak Hotel,-28.9,29.2,KU,NA,96.89970398,84,69.7350235,10503679,5966842,56.81%,56.81
SEMC0988962_Rediviva_longimanus_F_hal_65_1x.jpg,SEMC0988962,988962,Melittidae,Melittinae,Rediviva,longimanus,Rediviva_longimanus,8/24/83,8/24/83,South Africa,Western Cape,NA,Clanwilliam; 20 mi W,NA,-32.2,18.9,KU,NA,105.6947327,93,77.31734467,2567322,1608360,62.65%,62.65
SEMC0990647_Crawfordapis_crawfordi_F_hal_65_1x.jpg,SEMC0990647,990647,Colletidae,Diphaglossinae,Crawfordapis,crawfordi,Crawfordapis_crawfordi,7/19/77,7/19/77,NA,NA,NA,NA,NA,0.0333333,-78.65,KU,NA,70.33791351,52,61.62990952,5917157,2236117,37.79%,37.79
SEMC0990754_Ptiloglossa_costaricana_F_hal_65_1x.jpg,SEMC0990754,990754,Colletidae,Diphaglossinae,Ptiloglossa,costaricana,Ptiloglossa_costaricana,3/7/45,3/7/45,Panama,NA,NA,Juan Mina,Canal Zone,8.54,-80.8,KU,NA,86.44402313,77,57.52225876,4946295,2263215,45.76%,45.76
SEMC0990891_Ptiloglossa_jonesi_F_hal_65_1x.jpg,SEMC0990891,990891,Colletidae,Diphaglossinae,Ptiloglossa,jonesi,Ptiloglossa_jonesi,8/9/62,8/9/62,NA,NA,NA,NA,NA,31.34444,-109.5447,KU,NA,115.3190002,114,62.46895599,4127251,3254245,78.85%,78.85
SEMC0991152_Cadeguala_albopilosa_F_hal_65_2x.jpg,SEMC0991152,991152,Colletidae,Diphaglossinae,Cadeguala,albopilosa,Cadeguala_albopilosa,1957-00-00,1957-00-00,Argentina,Córdoba,NA,NA,Fundo Malcho,-38.4,-63.6,KU,NA,99.41442871,92,60.22705078,6325278,3605297,57.00%,57
SEMC0991913_Ptiloglossida_fallax_F_hal_65_2x.jpg,SEMC0991913,991913,Colletidae,Diphaglossinae,Ptiloglossidia,fallax,Ptiloglossidia_fallax,1/5/94,1/5/94,Argentina,Salta,NA,Coronel Moldes,NA,-25.3,-65.5,KU,NA,90.25180817,80,62.25334549,5072111,2442776,48.16%,48.16
SEMC0991975_Mourecotelles_sicheli_F_hal_65_3x.jpg,SEMC0991975,991975,Colletidae,Colletinae,Mourecotelles,sicheli,Mourecotelles_sicheli,1/16/55,1/16/55,Chile,O'Higgins,NA,Las Cabras,NA,-34.3,-71.3,KU,NA,104.3955154,103,57.58241653,6799827,4458897,65.57%,65.57
SEMC0992061_Brachyhesma_incompleta_F_hal_65_5x.jpg,SEMC0992061,992061,Colletidae,Euryglossinae,Brachyhesma,incompleta,Brachyhesma_incompleta,12/18/58,12/18/58,Australia,Queensland,NA,NA,Mount Tamborine,-27.9,153,KU,NA,83.95428467,74,57.53445053,2742891,1346903,49.11%,49.11
SEMC0992210_Euryglossa_subsericea_F_hal_65_3x.jpg,SEMC0992210,992210,Colletidae,Euryglossinae,Euryglossa,subsericea,Euryglossa_subsericea,10/31/58,10/31/58,Australia,Queensland,NA,Rathdowney,NA,-28.2,153,KU,NA,77.79551697,67,53.34554291,3144366,1060413,33.72%,33.72
SEMC0993013_Euryglossina_fuscenscens_F_hal_65_5x.jpg,SEMC0993013,993013,Colletidae,Euryglossinae,Euryglossina,fuscenscens,Euryglossina_fuscenscens,12/18/58,12/18/58,Australia,Queensland,NA,NA,Mount Tamborine,-27.9,153,KU,NA,64.34127045,56,45.4336586,2393502,576088,24.07%,24.07
SEMC0993444_Euryglossula_chalcosoma_F_hal_65_5x.jpg,SEMC0993444,993444,Colletidae,Euryglossinae,Euryglossula,chalcosoma,Euryglossula_chalcosoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,KU,NA,71.39693451,61,51.48498535,2388882,796485,33.34%,33.34
SEMC0993823_Hyphesma_atromicans_F_hal_65_5x.jpg,SEMC0993823,993823,Colletidae,Euryglossinae,Hyphesma,atromicans,Hyphesma_atromicans,12/18/58,12/18/58,Australia,Queensland,NA,NA,Mount Tamborine,-27.9,153,KU,NA,80.63920593,73,52.24402237,5056038,2030049,40.15%,40.15
SEMC0993952_Pachyprosopis_flauvicada_F_hal_65_5x.jpg,SEMC0993952,993952,Colletidae,Euryglossinae,Pachyprosopis,flauvicada,Pachyprosopis_flauvicada,12/18/58,12/18/58,Australia,Queensland,NA,NA,Mount Tamborine,-27.9,153,KU,NA,76.22905731,66,51.30639648,3352414,1382699,41.24%,41.24
SEMC0993996_Sericogaster_fasciatus_F_hal_65_2x.jpg,SEMC0993996,993996,Colletidae,Euryglossinae,Sericogaster,fasciatus,Sericogaster_fasciatus,1910-12-00,1910-12-00,Australia,New South Wales,NA,Wyoming,NA,-33.4,151,KU,NA,82.53883362,68,59.3568573,2946661,1053748,35.76%,35.76
SEMC0994027_Xanthesma_furcifera_F_hal_65_5x.jpg,SEMC0994027,994027,Colletidae,Euryglossinae,Xanthesma,furcifera,Xanthesma_furcifera,1/26/59,1/26/59,Australia,South Australia,NA,Keith,NA,-36.1,140,KU,NA,91.5242691,85,54.79400253,2079959,1402194,67.41%,67.41
SEMC0994109_Amphylaeus_morosus_F_hal_65_2x.jpg,SEMC0994109,994109,Colletidae,Hylaeinae,Amphylaeus,morosus,Amphylaeus_morosus,1/6/58,1/6/58,Australia,Queensland,NA,NA,Tibrogargan,-26.9,153,KU,NA,57.39644241,46,45.09998322,4303060,704078,16.36%,16.36
SEMC0994120_Hemirhiza_milliceps_F_hal_65_3x.jpg,SEMC0994120,994120,Colletidae,Hylaeinae,Hemirhiza,milliceps,Hemirhiza_milliceps,NA,NA,Australia,Victoria,NA,NA,NA,NA,NA,KU,NA,84.29134369,77,50.86029053,3445107,1693738,49.16%,49.16
SEMC0996008_Callomelitta_antipodes_F_hal_65_3x.jpg,SEMC0996008,996008,Colletidae,Colletinae,Callomelitta,antipodes,Callomelitta_antipodes,1/26/59,1/26/59,Australia,NA,NA,Tintinara,NA,-35.9,140,KU,NA,77.84975433,66,56.27975082,4008861,1422517,35.48%,35.48
SEMC1000056_Hyleoides_concinna_F_hal_65_2x.jpg,SEMC1000056,1000056,Colletidae,Hylaeinae,Hyleoides,concinna,Hyleoides_concinna,2/15/90,2/15/90,Australia,Victoria,NA,Portland,NA,-38.3,142,KU,NA,72.51878357,55,59.45721054,7060225,1940035,27.48%,27.48
SEMC1000082_Meroglossa_punctata_F_hal_65_2x.jpg,SEMC1000082,1000082,Colletidae,Hylaeinae,Meroglossa,punctata,Meroglossa_punctata,9/30/58,9/30/58,Australia,Queensland,NA,The Summit,NA,-28.6,152,KU,NA,68.076828,58,49.14589691,4447580,1125566,25.31%,25.31
SEMC1000101_Palaeorhiza_flavomella_F_hal_65_3x.jpg,SEMC1000101,1000101,Colletidae,Hylaeinae,Palaeorhiza,flavomella,Palaeorhiza_flavomella,12/29/79,12/29/79,New Caledonia,Noumea,NA,Baie des Citrons,NA,-22.3,166,KU,NA,97.58711243,88,63.68597794,4384704,2718219,61.99%,61.99
SEMC1000823_Xenochilicola_mamigna_F_hal_65_5x.jpg,SEMC1000823,1000823,Colletidae,Xeromelissinae,Xenochilicola,mamigna,Xenochilicola_mamigna,1/24/72,1/24/72,Chile,Antofagasta,NA,Calama,NA,-22.5,-68.9,KU,NA,64.00366974,52,47.39548492,2548448,639750,25.10%,25.1
SEMC1000923_Brachyglossula_communis_F_hal_65_2x.jpg,SEMC1000923,1000923,Colletidae,Neopasiphaeinae,Brachyglossula,communis,Brachyglossula_communis,1/12/72,1/12/72,Argentina,Jujuy,NA,NA,El Aguilar,-23.2,-65.7,KU,NA,75.98064423,59,60.35152435,6501066,1849787,28.45%,28.45
SEMC1000941_Chrysocolletes_moretonianus_F_hal_65_2x.jpg,SEMC1000941,1000941,Colletidae,Neopasiphaeinae,Chrysocolletes,moretonianus,Chrysocolletes_moretonianus,10/13/58,10/13/58,Australia,Queensland,NA,Capalaba,NA,-27.5,153,KU,NA,103.9067688,93,68.69243622,5404800,3303922,61.13%,61.13
SEMC1001114_Leioproctus_incanescens_F_hal_65_2x.jpg,SEMC1001114,1001114,Colletidae,Neopasiphaeinae,Leioproctus,incanescens,Leioproctus_incanescens,12/7/58,12/7/58,Australia,Queensland,NA,Binna Burra,Lamington National Parl,-28.2,153,KU,NA,119.4396515,116,62.06056976,4251960,3197768,75.21%,75.21
SEMC1004531_Neopasiphae_mirabilis_F_hal_65_2x.jpg,SEMC1004531,1004531,Colletidae,Neopasiphaeinae,Neopasiphae,mirabilis,Neopasiphae_mirabilis,9/27/05,9/27/05,NA,NA,NA,NA,NA,-29.58085,121.1631667,KU,NA,108.4267273,103,65.57112122,4006928,2531958,63.19%,63.19
